Monitor,Model,ID Dataset,OOD Dataset,OOD Type,Case,Num optimization set samples,Num evaluation set samples,Ratio Reject Optimization set Expected,Ratio Reject Evaluation set Expected,Optimal approach,Optimal_threshold,Cheat threshold evaluation,Optimal score_optimization set,Precision_optimization,Recall_optimization,Specificity_optimization,Optimal score_evaluation,Cheat score evaluation,f1-score_evaluation,gmean_evaluation,youden_evaluation,recall-score_evaluation,precision-score_evaluation,accuracy-score_evaluation,specificity-score_evaluation,fpr-score_evaluation,tpr-score_evaluation,MCC-score_evaluation,Kappa-score_evaluation,AUROC-score_optimization,AUPR_rejectPosi-score_optimization,TPR@95TNR-score_optimization,AUROC-score_evaluation,AUPR_rejecPosi-score_evaluation,TPR@95TNR-score_evaluation
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar100,novelty_cifar100,Case0,5000,10000,0.0638,0.5314,f1,-0.978739,-0.998278,0.526072,0.417279412,0.711598746,0.932279427,0.74327,0.84442,0.74327,0.764048,0.557227,0.628717,0.908868,0.7692,0.92851,0.07149,0.628717,0.576713914,0.545950587,0.928585109,0.473132642,0.605015674,0.896145233,0.897689141,0.51392548
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar100,novelty_cifar100,Case1,10000,10000,0.5319,0.5314,f1,-0.998392,-0.998278,0.843889,0.81444561,0.875540515,0.77333903,0.8422,0.84442,0.8422,0.818262,0.641105,0.881822,0.805986,0.8244,0.759283,0.240717,0.881822,0.648490572,0.645172298,0.896404742,0.897522691,0.531866892,0.896145233,0.897689141,0.51392548
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar100,novelty_cifar100,Case2,106032,10000,0.747934586,0.5314,f1,-0.999754,-0.998278,0.857818,0.753745953,0.995233592,0.035207842,0.728086,0.84442,0.728086,0.402754,0.157958,0.994919,0.574112,0.6051,0.163039,0.836961,0.994919,0.292051101,0.166116727,0.624144085,0.78279584,0.045444802,0.896145233,0.897689141,0.51392548
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar100,novelty_cifar100,Case3,101032,10000,0.735460052,0.5314,f1,-0.999754,-0.998278,0.849853,0.741478184,0.995330059,0.035207842,0.728086,0.84442,0.728086,0.402754,0.157958,0.994919,0.574112,0.6051,0.163039,0.836961,0.994919,0.292051101,0.166116727,0.624943817,0.771750492,0.044896037,0.896145233,0.897689141,0.51392548
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar100,novelty_cifar100,Case0,5000,10000,0.0638,0.5314,gmean,-0.995693,-0.997179,0.875742,0.312638581,0.884012539,0.867549669,0.819931,0.828502,0.821622,0.819931,0.641275,0.786601,0.859905,0.8185,0.854673,0.145327,0.786601,0.640256589,0.637632635,0.928585109,0.473132642,0.605015674,0.896145233,0.897689141,0.51392548
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar100,novelty_cifar100,Case1,10000,10000,0.5319,0.5314,gmean,-0.997648,-0.997179,0.828955,0.840105342,0.83963151,0.818414869,0.827949,0.828502,0.840512,0.827949,0.656303,0.846443,0.834663,0.8293,0.809859,0.190141,0.846443,0.656998429,0.656923785,0.896404742,0.897522691,0.531866892,0.896145233,0.897689141,0.51392548
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar100,novelty_cifar100,Case2,106032,10000,0.747934586,0.5314,gmean,-0.989999,-0.997179,0.619509,0.820405093,0.728831726,0.526583605,0.796621,0.828502,0.787087,0.796621,0.604102,0.708882,0.884688,0.7962,0.89522,0.10478,0.708882,0.609660095,0.596163562,0.624144085,0.78279584,0.045444802,0.896145233,0.897689141,0.51392548
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar100,novelty_cifar100,Case3,101032,10000,0.735460052,0.5314,gmean,-0.99002,-0.997179,0.620432,0.811062178,0.731162102,0.526471359,0.796727,0.828502,0.787214,0.796727,0.60429,0.70907,0.884715,0.7963,0.89522,0.10478,0.70907,0.609831514,0.596356692,0.624943817,0.771750492,0.044896037,0.896145233,0.897689141,0.51392548
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar100,novelty_cifar100,Case0,5000,10000,0.0638,0.5314,95tnr,-0.95523,-0.947638,0,0.450934579,0.605015674,0.949797052,0,0,0.677124,0.712249,0.482354,0.536131,0.918736,0.7283,0.946223,0.053777,0.536131,0.520395623,0.469258939,0.928585109,0.473132642,0.605015674,0.896145233,0.897689141,0.51392548
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar100,novelty_cifar100,Case1,10000,10000,0.5319,0.5314,95tnr,-0.95523,-0.947638,0,0.923302872,0.531866892,0.949797052,0,0,0.677124,0.712249,0.482354,0.536131,0.918736,0.7283,0.946223,0.053777,0.536131,0.520395623,0.469258939,0.896404742,0.897522691,0.531866892,0.896145233,0.897689141,0.51392548
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar100,novelty_cifar100,Case2,106032,10000,0.747934586,0.5314,95tnr,-0.460653,-0.947638,0,0.729407003,0.045444802,0.94997568,0,0,0.095937,0.224453,0.049366,0.050433,0.981685,0.4949,0.998933,0.001067,0.050433,0.151170626,0.046415387,0.624144085,0.78279584,0.045444802,0.896145233,0.897689141,0.51392548
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar100,novelty_cifar100,Case3,101032,10000,0.735460052,0.5314,95tnr,-0.460653,-0.947638,0,0.713888294,0.044896037,0.94997568,0,0,0.095937,0.224453,0.049366,0.050433,0.981685,0.4949,0.998933,0.001067,0.050433,0.151170626,0.046415387,0.624943817,0.771750492,0.044896037,0.896145233,0.897689141,0.51392548
MaxSoftmaxProbabilityMonitor,resnet,cifar10,svhn,novelty_svhn,Case0,5000,18016,0.0638,0.739897869,f1,-0.978739,-0.998418,0.526072,0.417279412,0.711598746,0.932279427,0.789101,0.938518,0.789101,0.787581,0.596552,0.668042,0.963745,0.73579,0.92851,0.07149,0.668042,0.523577012,0.464969399,0.928585109,0.473132642,0.605015674,0.928035562,0.96325171,0.525656414
MaxSoftmaxProbabilityMonitor,resnet,cifar10,svhn,novelty_svhn,Case1,18016,18016,0.7401754,0.739897869,f1,-0.998505,-0.998418,0.941646,0.919891281,0.964454443,0.760734886,0.93785,0.938518,0.93785,0.847268,0.708144,0.961665,0.915185,0.905695,0.746479,0.253521,0.961665,0.74687407,0.742945803,0.932689048,0.964633396,0.55328084,0.928035562,0.96325171,0.525656414
MaxSoftmaxProbabilityMonitor,resnet,cifar10,svhn,novelty_svhn,Case2,98016,18016,0.727320029,0.739897869,f1,-0.999754,-0.998418,0.844084,0.733265752,0.994360981,0.035207842,0.871644,0.938518,0.871644,0.403735,0.162814,0.999775,0.772624,0.782138,0.163039,0.836961,0.999775,0.35377549,0.223387928,0.619675816,0.765367997,0.048871495,0.928035562,0.96325171,0.525656414
MaxSoftmaxProbabilityMonitor,resnet,cifar10,svhn,novelty_svhn,Case3,85000,18016,0.685564706,0.739897869,f1,-0.999754,-0.998418,0.815495,0.691768868,0.993118597,0.035207842,0.871644,0.938518,0.871644,0.403735,0.162814,0.999775,0.772624,0.782138,0.163039,0.836961,0.999775,0.35377549,0.223387928,0.613605063,0.728789379,0.052734543,0.928035562,0.96325171,0.525656414
MaxSoftmaxProbabilityMonitor,resnet,cifar10,svhn,novelty_svhn,Case0,5000,18016,0.0638,0.739897869,gmean,-0.995693,-0.996835,0.875742,0.312638581,0.884012539,0.867549669,0.865268,0.870053,0.90914,0.865268,0.730667,0.875994,0.944894,0.870448,0.854673,0.145327,0.875994,0.690606142,0.684623758,0.928585109,0.473132642,0.605015674,0.928035562,0.96325171,0.525656414
MaxSoftmaxProbabilityMonitor,resnet,cifar10,svhn,novelty_svhn,Case1,18016,18016,0.7401754,0.739897869,gmean,-0.996295,-0.996835,0.875952,0.946934243,0.895238095,0.85708182,0.868387,0.870053,0.916008,0.868387,0.737325,0.890548,0.942966,0.879163,0.846778,0.153222,0.890548,0.705017357,0.701365657,0.932689048,0.964633396,0.55328084,0.928035562,0.96325171,0.525656414
MaxSoftmaxProbabilityMonitor,resnet,cifar10,svhn,novelty_svhn,Case2,98016,18016,0.727320029,0.739897869,gmean,-0.989222,-0.996835,0.615428,0.802293759,0.711428131,0.532382983,0.827578,0.870053,0.848194,0.827578,0.660646,0.762866,0.955015,0.797957,0.897781,0.102219,0.762866,0.58948997,0.557238751,0.619675816,0.765367997,0.048871495,0.928035562,0.96325171,0.525656414
MaxSoftmaxProbabilityMonitor,resnet,cifar10,svhn,novelty_svhn,Case3,85000,18016,0.685564706,0.739897869,gmean,-0.985776,-0.996835,0.610891,0.767245609,0.670893896,0.556253975,0.812744,0.870053,0.82558,0.812744,0.636131,0.724906,0.958726,0.773368,0.911225,0.088775,0.724906,0.562116027,0.5193156,0.613605063,0.728789379,0.052734543,0.928035562,0.96325171,0.525656414
MaxSoftmaxProbabilityMonitor,resnet,cifar10,svhn,novelty_svhn,Case0,5000,18016,0.0638,0.739897869,95tnr,-0.95523,-0.947638,0,0.450934579,0.605015674,0.949797052,0,0,0.702274,0.722313,0.497611,0.551388,0.966851,0.654085,0.946223,0.053777,0.551388,0.442011078,0.356370744,0.928585109,0.473132642,0.605015674,0.928035562,0.96325171,0.525656414
MaxSoftmaxProbabilityMonitor,resnet,cifar10,svhn,novelty_svhn,Case1,18016,18016,0.7401754,0.739897869,95tnr,-0.95523,-0.947638,0,0.969131748,0.55328084,0.949797052,0,0,0.702274,0.722313,0.497611,0.551388,0.966851,0.654085,0.946223,0.053777,0.551388,0.442011078,0.356370744,0.932689048,0.964633396,0.55328084,0.928035562,0.96325171,0.525656414
MaxSoftmaxProbabilityMonitor,resnet,cifar10,svhn,novelty_svhn,Case2,98016,18016,0.727320029,0.739897869,95tnr,-0.460653,-0.947638,0,0.722671645,0.048871495,0.94997568,0,0,0.056547,0.170518,0.02804,0.029107,0.987277,0.281361,0.998933,0.001067,0.029107,0.084209714,0.014795964,0.619675816,0.765367997,0.048871495,0.928035562,0.96325171,0.525656414
MaxSoftmaxProbabilityMonitor,resnet,cifar10,svhn,novelty_svhn,Case3,85000,18016,0.685564706,0.739897869,95tnr,-0.460653,-0.947638,0,0.696825397,0.052734543,0.94997568,0,0,0.056547,0.170518,0.02804,0.029107,0.987277,0.281361,0.998933,0.001067,0.029107,0.084209714,0.014795964,0.613605063,0.728789379,0.052734543,0.928035562,0.96325171,0.525656414
MaxSoftmaxProbabilityMonitor,resnet,cifar10,lsun,novelty_lsun,Case0,5000,10000,0.0638,0.5314,f1,-0.978739,-0.997358,0.526072,0.417279412,0.711598746,0.932279427,0.826669,0.887302,0.826669,0.83392,0.677475,0.748965,0.922364,0.8331,0.92851,0.07149,0.748965,0.682574167,0.669047384,0.928585109,0.473132642,0.605015674,0.935606141,0.933200781,0.638690252
MaxSoftmaxProbabilityMonitor,resnet,cifar10,lsun,novelty_lsun,Case1,10000,10000,0.5319,0.5314,f1,-0.997448,-0.997358,0.888043,0.857492997,0.920849784,0.826105533,0.886905,0.887302,0.886905,0.869523,0.742406,0.925292,0.851576,0.8746,0.817115,0.182885,0.925292,0.749981485,0.746737928,0.937997482,0.935321133,0.662530551,0.935606141,0.933200781,0.638690252
MaxSoftmaxProbabilityMonitor,resnet,cifar10,lsun,novelty_lsun,Case2,106032,10000,0.747934586,0.5314,f1,-0.999754,-0.997358,0.857663,0.753687147,0.994918353,0.035207842,0.730272,0.887302,0.730272,0.403705,0.162662,0.999624,0.575265,0.6076,0.163039,0.836961,0.999624,0.305203825,0.171121011,0.619670563,0.779655971,0.043061598,0.935606141,0.933200781,0.638690252
MaxSoftmaxProbabilityMonitor,resnet,cifar10,lsun,novelty_lsun,Case3,101032,10000,0.735460052,0.5314,f1,-0.999754,-0.997358,0.849482,0.741332959,0.994576408,0.035207842,0.730272,0.887302,0.730272,0.403705,0.162662,0.999624,0.575265,0.6076,0.163039,0.836961,0.999624,0.305203825,0.171121011,0.614976065,0.764472193,0.039835812,0.935606141,0.933200781,0.638690252
MaxSoftmaxProbabilityMonitor,resnet,cifar10,lsun,novelty_lsun,Case0,5000,10000,0.0638,0.5314,gmean,-0.995693,-0.996484,0.875742,0.312638581,0.884012539,0.867549669,0.871931,0.873915,0.881738,0.871931,0.744211,0.889537,0.874075,0.8732,0.854673,0.145327,0.889537,0.745226807,0.745093738,0.928585109,0.473132642,0.605015674,0.935606141,0.933200781,0.638690252
MaxSoftmaxProbabilityMonitor,resnet,cifar10,lsun,novelty_lsun,Case1,10000,10000,0.5319,0.5314,gmean,-0.996216,-0.996484,0.878042,0.878403238,0.897725136,0.858790857,0.873186,0.873915,0.88453,0.873186,0.747142,0.899511,0.87004,0.8752,0.847631,0.152369,0.899511,0.749333464,0.748841653,0.937997482,0.935321133,0.662530551,0.935606141,0.933200781,0.638690252
MaxSoftmaxProbabilityMonitor,resnet,cifar10,lsun,novelty_lsun,Case2,106032,10000,0.747934586,0.5314,gmean,-0.990012,-0.996484,0.616338,0.818887044,0.721442532,0.526546189,0.856836,0.873915,0.857621,0.856836,0.715318,0.820098,0.898742,0.8553,0.89522,0.10478,0.820098,0.714231494,0.711147825,0.619670563,0.779655971,0.043061598,0.935606141,0.933200781,0.638690252
MaxSoftmaxProbabilityMonitor,resnet,cifar10,lsun,novelty_lsun,Case3,101032,10000,0.735460052,0.5314,gmean,-0.989816,-0.996484,0.613479,0.807631912,0.71293991,0.527893142,0.856155,0.873915,0.856777,0.856155,0.714051,0.818404,0.898925,0.8546,0.895647,0.104353,0.818404,0.713015726,0.709790495,0.614976065,0.764472193,0.039835812,0.935606141,0.933200781,0.638690252
MaxSoftmaxProbabilityMonitor,resnet,cifar10,lsun,novelty_lsun,Case0,5000,10000,0.0638,0.5314,95tnr,-0.95523,-0.947638,0,0.450934579,0.605015674,0.949797052,0,0,0.774818,0.791694,0.608624,0.662401,0.933192,0.7954,0.946223,0.053777,0.662401,0.626615083,0.597015504,0.928585109,0.473132642,0.605015674,0.935606141,0.933200781,0.638690252
MaxSoftmaxProbabilityMonitor,resnet,cifar10,lsun,novelty_lsun,Case1,10000,10000,0.5319,0.5314,95tnr,-0.95523,-0.947638,0,0.937483373,0.662530551,0.949797052,0,0,0.774818,0.791694,0.608624,0.662401,0.933192,0.7954,0.946223,0.053777,0.662401,0.626615083,0.597015504,0.937997482,0.935321133,0.662530551,0.935606141,0.933200781,0.638690252
MaxSoftmaxProbabilityMonitor,resnet,cifar10,lsun,novelty_lsun,Case2,106032,10000,0.747934586,0.5314,95tnr,-0.460653,-0.947638,0,0.718644781,0.043061598,0.94997568,0,0,0.158241,0.2931,0.084932,0.085999,0.989177,0.5138,0.998933,0.001067,0.085999,0.201899314,0.080035476,0.619670563,0.779655971,0.043061598,0.935606141,0.933200781,0.638690252
MaxSoftmaxProbabilityMonitor,resnet,cifar10,lsun,novelty_lsun,Case3,101032,10000,0.735460052,0.5314,95tnr,-0.460653,-0.947638,0,0.688852688,0.039835812,0.94997568,0,0,0.158241,0.2931,0.084932,0.085999,0.989177,0.5138,0.998933,0.001067,0.085999,0.201899314,0.080035476,0.614976065,0.764472193,0.039835812,0.935606141,0.933200781,0.638690252
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,brightness,Case0,5000,10000,0.0638,0.2583,f1,-0.978739,-0.983041,0.526072,0.417279412,0.711598746,0.932279427,0.677723,0.680073,0.677723,0.796548,0.594209,0.767325,0.606859,0.8115,0.826884,0.173116,0.767325,0.55458858,0.547069281,0.928585109,0.473132642,0.605015674,0.871117225,0.649529019,0.320170345
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,brightness,Case1,10000,10000,0.2527,0.2583,f1,-0.989276,-0.983041,0.670061,0.57271196,0.807281361,0.796333467,0.676972,0.680073,0.676972,0.806449,0.613613,0.830817,0.5712,0.7952,0.782796,0.217204,0.830817,0.554566641,0.534453805,0.868683626,0.642071775,0.324495449,0.871117225,0.649529019,0.320170345
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,brightness,Case2,106032,10000,0.773690961,0.2583,f1,-0.99976,-0.983041,0.874194,0.779277044,0.995441026,0.036089348,0.437389,0.680073,0.437389,0.322622,0.104085,1,0.279909,0.3355,0.104085,0.895915,1,0.170687973,0.056619203,0.614715102,0.799198353,0.042944561,0.871117225,0.649529019,0.320170345
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,brightness,Case3,101032,10000,0.790125901,0.2583,f1,-0.99976,-0.983041,0.884498,0.795885046,0.995314927,0.039002075,0.437389,0.680073,0.437389,0.322622,0.104085,1,0.279909,0.3355,0.104085,0.895915,1,0.170687973,0.056619203,0.602687142,0.806115009,0.040036078,0.871117225,0.649529019,0.320170345
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,brightness,Case0,5000,10000,0.0638,0.2583,gmean,-0.995693,-0.990797,0.875742,0.312638581,0.884012539,0.867549669,0.799281,0.807367,0.659208,0.799281,0.607743,0.889663,0.523582,0.7624,0.71808,0.28192,0.889663,0.536035528,0.49496695,0.928585109,0.473132642,0.605015674,0.871117225,0.649529019,0.320170345
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,brightness,Case1,10000,10000,0.2527,0.2583,gmean,-0.993032,-0.990797,0.805924,0.552679265,0.844875346,0.768767563,0.804727,0.807367,0.66948,0.804727,0.612988,0.859853,0.548124,0.7807,0.753135,0.246865,0.859853,0.54652221,0.517145071,0.868683626,0.642071775,0.324495449,0.871117225,0.649529019,0.320170345
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,brightness,Case2,106032,10000,0.773690961,0.2583,gmean,-0.989999,-0.990797,0.614033,0.837787148,0.724194256,0.520628438,0.806422,0.807367,0.67607,0.806422,0.613827,0.835075,0.56793,0.7933,0.778752,0.221248,0.835075,0.553578196,0.532242161,0.614715102,0.799198353,0.042944561,0.871117225,0.649529019,0.320170345
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,brightness,Case3,101032,10000,0.790125901,0.2583,gmean,-0.990127,-0.990797,0.607241,0.847446927,0.723092148,0.509950953,0.806516,0.807367,0.676061,0.806516,0.614062,0.83585,0.56756,0.7931,0.778212,0.221788,0.83585,0.553621067,0.532096675,0.602687142,0.806115009,0.040036078,0.871117225,0.649529019,0.320170345
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,brightness,Case0,5000,10000,0.0638,0.2583,95tnr,-0.95523,-0.69483,0,0.450934579,0.605015674,0.949797052,0,0,0.649093,0.760759,0.533217,0.672087,0.627621,0.8123,0.86113,0.13887,0.672087,0.521752609,0.521183779,0.928585109,0.473132642,0.605015674,0.871117225,0.649529019,0.320170345
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,brightness,Case1,10000,10000,0.2527,0.2583,95tnr,-0.723481,-0.69483,0,0.686767169,0.324495449,0.949953165,0,0,0.462963,0.573939,0.293828,0.348432,0.689655,0.7912,0.945396,0.054604,0.348432,0.381794027,0.350309303,0.868683626,0.642071775,0.324495449,0.871117225,0.649529019,0.320170345
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,brightness,Case2,106032,10000,0.773690961,0.2583,95tnr,-0.456994,-0.69483,0,0.745924201,0.042944561,0.949991665,0,0,0.132675,0.268636,0.06429,0.072784,0.749004,0.7542,0.991506,0.008494,0.072784,0.179887119,0.091088399,0.614715102,0.799198353,0.042944561,0.871117225,0.649529019,0.320170345
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,brightness,Case3,101032,10000,0.790125901,0.2583,95tnr,-0.452756,-0.69483,0,0.750763448,0.040036078,0.949962271,0,0,0.129374,0.26504,0.062354,0.070848,0.743902,0.7537,0.991506,0.008494,0.070848,0.176189772,0.088424794,0.602687142,0.806115009,0.040036078,0.871117225,0.649529019,0.320170345
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,blur,Case0,5000,10000,0.0638,0.46,f1,-0.978739,-0.996346,0.526072,0.417279412,0.711598746,0.932279427,0.770196,0.845619,0.770196,0.791514,0.587585,0.733696,0.810519,0.7986,0.853889,0.146111,0.733696,0.59406389,0.591739102,0.928585109,0.473132642,0.605015674,0.891332669,0.810215132,0.268695652
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,blur,Case1,10000,10000,0.4571,0.46,f1,-0.996278,-0.996346,0.844475,0.761377614,0.947932619,0.749861853,0.845389,0.845619,0.845389,0.841848,0.696337,0.951522,0.760556,0.8399,0.744815,0.255185,0.951522,0.702155785,0.683621848,0.889043599,0.803014114,0.254867644,0.891332669,0.810215132,0.268695652
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,blur,Case2,106032,10000,0.754668402,0.46,f1,-0.999754,-0.996346,0.862073,0.760505125,0.994951199,0.036174221,0.664836,0.845619,0.664836,0.376099,0.141264,0.999783,0.497997,0.5363,0.141481,0.858519,0.999783,0.264885634,0.131452761,0.624625621,0.789419796,0.046426474,0.891332669,0.810215132,0.268695652
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,blur,Case3,101032,10000,0.749930715,0.46,f1,-0.99976,-0.996346,0.859064,0.755761385,0.995077012,0.035622403,0.663588,0.845619,0.663588,0.369644,0.136449,0.999783,0.496599,0.5337,0.136667,0.863333,0.999783,0.259953619,0.126922904,0.626031394,0.786011945,0.046854171,0.891332669,0.810215132,0.268695652
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,blur,Case0,5000,10000,0.0638,0.46,gmean,-0.995693,-0.995929,0.875742,0.312638581,0.884012539,0.867549669,0.841306,0.842192,0.843019,0.841306,0.692931,0.939783,0.764321,0.839,0.753148,0.246852,0.939783,0.69673243,0.681344607,0.928585109,0.473132642,0.605015674,0.891332669,0.810215132,0.268695652
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,blur,Case1,10000,10000,0.4571,0.46,gmean,-0.99446,-0.995929,0.844289,0.778005592,0.913148108,0.780622582,0.839279,0.842192,0.837283,0.839279,0.684654,0.913913,0.77251,0.8366,0.770741,0.229259,0.913913,0.685141666,0.6754949,0.889043599,0.803014114,0.254867644,0.891332669,0.810215132,0.268695652
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,blur,Case2,106032,10000,0.754668402,0.46,gmean,-0.990017,-0.995929,0.620811,0.826539823,0.720953773,0.534578864,0.825978,0.842192,0.815958,0.825978,0.652375,0.844783,0.789036,0.8247,0.807593,0.192407,0.844783,0.650357419,0.648978775,0.624625621,0.789419796,0.046426474,0.891332669,0.810215132,0.268695652
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,blur,Case3,101032,10000,0.749930715,0.46,gmean,-0.990017,-0.995929,0.623386,0.824519414,0.713846398,0.544389472,0.825978,0.842192,0.815958,0.825978,0.652375,0.844783,0.789036,0.8247,0.807593,0.192407,0.844783,0.650357419,0.648978775,0.626031394,0.786011945,0.046854171,0.891332669,0.810215132,0.268695652
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,blur,Case0,5000,10000,0.0638,0.46,95tnr,-0.95523,-0.793968,0,0.450934579,0.605015674,0.949797052,0,0,0.684184,0.722781,0.476103,0.588696,0.816647,0.75,0.887407,0.112593,0.588696,0.504024081,0.486154959,0.928585109,0.473132642,0.605015674,0.891332669,0.810215132,0.268695652
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,blur,Case1,10000,10000,0.4571,0.46,95tnr,-0.763167,-0.793968,0,0.810716771,0.254867644,0.949898692,0,0,0.369174,0.477089,0.192923,0.238478,0.816828,0.6251,0.954444,0.045556,0.238478,0.281992413,0.203601108,0.889043599,0.803014114,0.254867644,0.891332669,0.810215132,0.268695652
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,blur,Case2,106032,10000,0.754668402,0.46,95tnr,-0.459763,-0.793968,0,0.740629984,0.046426474,0.949986545,0,0,0.051488,0.162598,0.023374,0.026522,0.877698,0.5505,0.996852,0.003148,0.026522,0.099502354,0.025182602,0.624625621,0.789419796,0.046426474,0.891332669,0.810215132,0.268695652
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,blur,Case3,101032,10000,0.749930715,0.46,95tnr,-0.459184,-0.793968,0,0.737432489,0.046854171,0.949970315,0,0,0.051076,0.161931,0.023156,0.026304,0.876812,0.5504,0.996852,0.003148,0.026304,0.098928412,0.024948818,0.626031394,0.786011945,0.046854171,0.891332669,0.810215132,0.268695652
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,pixelization,Case0,5000,10000,0.0638,0.3059,f1,-0.978739,-0.992165,0.526072,0.417279412,0.711598746,0.932279427,0.678505,0.692955,0.678505,0.769397,0.542441,0.718209,0.642962,0.7918,0.824233,0.175767,0.718209,0.527010368,0.525251447,0.928585109,0.473132642,0.605015674,0.859526512,0.676479294,0.286368094
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,pixelization,Case1,10000,10000,0.2954,0.3059,f1,-0.994761,-0.992165,0.68566,0.570305481,0.859512525,0.728498439,0.689683,0.692955,0.689683,0.787202,0.579368,0.852239,0.579205,0.7654,0.727129,0.272871,0.852239,0.536610123,0.511889445,0.857880202,0.6585144,0.292146242,0.859526512,0.676479294,0.286368094
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,pixelization,Case2,106032,10000,0.76920175,0.3059,f1,-0.99976,-0.992165,0.871426,0.774881652,0.995451202,0.036163779,0.496789,0.692955,0.496789,0.32921,0.107505,0.999019,0.330593,0.3809,0.108486,0.891514,0.999019,0.187386779,0.068675347,0.618862341,0.797169466,0.043366846,0.859526512,0.676479294,0.286368094
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,pixelization,Case3,101032,10000,0.781188138,0.3059,f1,-0.99976,-0.992165,0.87914,0.787244704,0.995324675,0.039670693,0.496789,0.692955,0.496789,0.32921,0.107505,0.999019,0.330593,0.3809,0.108486,0.891514,0.999019,0.187386779,0.068675347,0.614093926,0.803153473,0.041229015,0.859526512,0.676479294,0.286368094
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,pixelization,Case0,5000,10000,0.0638,0.3059,gmean,-0.995693,-0.992459,0.875742,0.312638581,0.884012539,0.867549669,0.787987,0.78906,0.690593,0.787987,0.583921,0.8712,0.572011,0.7612,0.712722,0.287278,0.8712,0.539383175,0.509411553,0.928585109,0.473132642,0.605015674,0.859526512,0.676479294,0.286368094
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,pixelization,Case1,10000,10000,0.2954,0.3059,gmean,-0.994761,-0.992459,0.791299,0.570305481,0.859512525,0.728498439,0.787202,0.78906,0.689683,0.787202,0.579368,0.852239,0.579205,0.7654,0.727129,0.272871,0.852239,0.536610123,0.511889445,0.857880202,0.6585144,0.292146242,0.859526512,0.676479294,0.286368094
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,pixelization,Case2,106032,10000,0.76920175,0.3059,gmean,-0.990012,-0.992459,0.618006,0.836235061,0.724938695,0.526847009,0.786895,0.78906,0.69184,0.786895,0.573992,0.799608,0.609671,0.7821,0.774384,0.225616,0.799608,0.539616347,0.527993147,0.618862341,0.797169466,0.043366846,0.859526512,0.676479294,0.286368094
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,pixelization,Case3,101032,10000,0.781188138,0.3059,gmean,-0.990858,-0.992459,0.618299,0.845438325,0.732416851,0.52196137,0.78711,0.78906,0.69151,0.78711,0.5747,0.8068,0.60505,0.7798,0.767901,0.232099,0.8068,0.538850068,0.525683301,0.614093926,0.803153473,0.041229015,0.859526512,0.676479294,0.286368094
