Monitor,Model,ID Dataset,OOD Dataset,OOD Type,Case,Num optimization set samples,Num evaluation set samples,Ratio Reject Optimization set Expected,Ratio Reject Evaluation set Expected,Optimal approach,Optimal_threshold,Cheat threshold evaluation,Optimal score_optimization set,Precision_optimization,Recall_optimization,Specificity_optimization,Optimal score_evaluation,Cheat score evaluation,f1-score_evaluation,gmean_evaluation,youden_evaluation,recall-score_evaluation,precision-score_evaluation,accuracy-score_evaluation,specificity-score_evaluation,fpr-score_evaluation,tpr-score_evaluation,MCC-score_evaluation,Kappa-score_evaluation,AUROC-score_optimization,AUPR_rejectPosi-score_optimization,TPR@95TNR-score_optimization,AUROC-score_evaluation,AUPR_rejecPosi-score_evaluation,TPR@95TNR-score_evaluation
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar100,novelty_cifar100,Case0,9466,10000,0.505493345,0.5314,f1,-0.997094,-0.998278,0.880573,0.851043088,0.912225705,0.836787011,0.836595,0.84442,0.836595,0.827962,0.655924,0.828566,0.844781,0.828,0.827358,0.172642,0.828566,0.65521866,0.655081579,0.928585109,0.915200372,0.605015674,0.896145233,0.897689141,0.51392548
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar100,novelty_cifar100,Case1,10000,10000,0.5319,0.5314,f1,-0.998392,-0.998278,0.843889,0.81444561,0.875540515,0.77333903,0.8422,0.84442,0.8422,0.818262,0.641105,0.881822,0.805986,0.8244,0.759283,0.240717,0.881822,0.648490572,0.645172298,0.896404742,0.897522691,0.531866892,0.896145233,0.897689141,0.51392548
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar100,novelty_cifar100,Case2,159486,10000,0.497253677,0.5314,f1,-0.998251,-0.998278,0.696604,0.572941234,0.888342475,0.345081753,0.844271,0.84442,0.844271,0.82337,0.649945,0.876364,0.814446,0.8282,0.773581,0.226419,0.876364,0.655455559,0.65327319,0.624144085,0.550597813,0.045444802,0.896145233,0.897689141,0.51392548
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar100,novelty_cifar100,Case3,154486,10000,0.480982095,0.5314,f1,-0.997556,-0.998278,0.685561,0.567656095,0.865284974,0.389269278,0.840082,0.84442,0.840082,0.828341,0.656945,0.843244,0.836944,0.8294,0.8137,0.1863,0.843244,0.65729739,0.657276168,0.624943817,0.534863185,0.044896037,0.896145233,0.897689141,0.51392548
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar100,novelty_cifar100,Case0,9466,10000,0.505493345,0.5314,gmean,-0.995693,-0.997179,0.875742,0.872164948,0.884012539,0.867549669,0.819931,0.828502,0.821622,0.819931,0.641275,0.786601,0.859905,0.8185,0.854673,0.145327,0.786601,0.640256589,0.637632635,0.928585109,0.915200372,0.605015674,0.896145233,0.897689141,0.51392548
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar100,novelty_cifar100,Case1,10000,10000,0.5319,0.5314,gmean,-0.997648,-0.997179,0.828955,0.840105342,0.83963151,0.818414869,0.827949,0.828502,0.840512,0.827949,0.656303,0.846443,0.834663,0.8293,0.809859,0.190141,0.846443,0.656998429,0.656923785,0.896404742,0.897522691,0.531866892,0.896145233,0.897689141,0.51392548
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar100,novelty_cifar100,Case2,159486,10000,0.497253677,0.5314,gmean,-0.989999,-0.997179,0.619509,0.603598617,0.728831726,0.526583605,0.796621,0.828502,0.787087,0.796621,0.604102,0.708882,0.884688,0.7962,0.89522,0.10478,0.708882,0.609660095,0.596163562,0.624144085,0.550597813,0.045444802,0.896145233,0.897689141,0.51392548
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar100,novelty_cifar100,Case3,154486,10000,0.480982095,0.5314,gmean,-0.99002,-0.997179,0.620432,0.58863235,0.731162102,0.526471359,0.796727,0.828502,0.787214,0.796727,0.60429,0.70907,0.884715,0.7963,0.89522,0.10478,0.70907,0.609831514,0.596356692,0.624943817,0.534863185,0.044896037,0.896145233,0.897689141,0.51392548
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar100,novelty_cifar100,Case0,9466,10000,0.505493345,0.5314,95tnr,-0.95523,-0.947638,0,0.924920128,0.605015674,0.949797052,0,0,0.677124,0.712249,0.482354,0.536131,0.918736,0.7283,0.946223,0.053777,0.536131,0.520395623,0.469258939,0.928585109,0.915200372,0.605015674,0.896145233,0.897689141,0.51392548
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar100,novelty_cifar100,Case1,10000,10000,0.5319,0.5314,95tnr,-0.95523,-0.947638,0,0.923302872,0.531866892,0.949797052,0,0,0.677124,0.712249,0.482354,0.536131,0.918736,0.7283,0.946223,0.053777,0.536131,0.520395623,0.469258939,0.896404742,0.897522691,0.531866892,0.896145233,0.897689141,0.51392548
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar100,novelty_cifar100,Case2,159486,10000,0.497253677,0.5314,95tnr,-0.460653,-0.947638,0,0.473276428,0.045444802,0.94997568,0,0,0.095937,0.224453,0.049366,0.050433,0.981685,0.4949,0.998933,0.001067,0.050433,0.151170626,0.046415387,0.624144085,0.550597813,0.045444802,0.896145233,0.897689141,0.51392548
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar100,novelty_cifar100,Case3,154486,10000,0.480982095,0.5314,95tnr,-0.460653,-0.947638,0,0.454062883,0.044896037,0.94997568,0,0,0.095937,0.224453,0.049366,0.050433,0.981685,0.4949,0.998933,0.001067,0.050433,0.151170626,0.046415387,0.624943817,0.534863185,0.044896037,0.896145233,0.897689141,0.51392548
MaxSoftmaxProbabilityMonitor,resnet,cifar10,svhn,novelty_svhn,Case0,9466,18016,0.505493345,0.739897869,f1,-0.997094,-0.998418,0.880573,0.851043088,0.912225705,0.836787011,0.925445,0.938518,0.925445,0.869364,0.740861,0.913503,0.937702,0.891097,0.827358,0.172642,0.913503,0.724488557,0.723637549,0.928585109,0.915200372,0.605015674,0.928035562,0.96325171,0.525656414
MaxSoftmaxProbabilityMonitor,resnet,cifar10,svhn,novelty_svhn,Case1,27378,18016,0.48706991,0.739897869,f1,-0.997525,-0.998418,0.878988,0.83343416,0.929808774,0.823541978,0.930924,0.938518,0.930924,0.869131,0.741947,0.927607,0.934265,0.898146,0.814341,0.185659,0.927607,0.737170662,0.73710238,0.932689048,0.902860126,0.55328084,0.928035562,0.96325171,0.525656414
MaxSoftmaxProbabilityMonitor,resnet,cifar10,svhn,novelty_svhn,Case2,151470,18016,0.470647653,0.739897869,f1,-0.998251,-0.998418,0.670272,0.543040134,0.875366466,0.345081753,0.937698,0.938518,0.937698,0.8586,0.726544,0.952963,0.922915,0.906306,0.773581,0.226419,0.952963,0.750601191,0.749037014,0.619675816,0.525448456,0.048871495,0.928035562,0.96325171,0.525656414
MaxSoftmaxProbabilityMonitor,resnet,cifar10,svhn,novelty_svhn,Case3,111727,18016,0.52156596,0.739897869,f1,-0.998573,-0.998418,0.698404,0.581459584,0.874229918,0.313989599,0.937853,0.938518,0.937853,0.842454,0.700498,0.965116,0.912088,0.905362,0.735382,0.264618,0.965116,0.745405906,0.740189729,0.613605063,0.575900946,0.052734543,0.928035562,0.96325171,0.525656414
MaxSoftmaxProbabilityMonitor,resnet,cifar10,svhn,novelty_svhn,Case0,9466,18016,0.505493345,0.739897869,gmean,-0.995693,-0.996835,0.875742,0.872164948,0.884012539,0.867549669,0.865268,0.870053,0.90914,0.865268,0.730667,0.875994,0.944894,0.870448,0.854673,0.145327,0.875994,0.690606142,0.684623758,0.928585109,0.915200372,0.605015674,0.928035562,0.96325171,0.525656414
MaxSoftmaxProbabilityMonitor,resnet,cifar10,svhn,novelty_svhn,Case1,27378,18016,0.48706991,0.739897869,gmean,-0.996295,-0.996835,0.875952,0.856077447,0.895238095,0.85708182,0.868387,0.870053,0.916008,0.868387,0.737325,0.890548,0.942966,0.879163,0.846778,0.153222,0.890548,0.705017357,0.701365657,0.932689048,0.902860126,0.55328084,0.928035562,0.96325171,0.525656414
MaxSoftmaxProbabilityMonitor,resnet,cifar10,svhn,novelty_svhn,Case2,151470,18016,0.470647653,0.739897869,gmean,-0.989222,-0.996835,0.615428,0.57495097,0.711428131,0.532382983,0.827578,0.870053,0.848194,0.827578,0.660646,0.762866,0.955015,0.797957,0.897781,0.102219,0.762866,0.58948997,0.557238751,0.619675816,0.525448456,0.048871495,0.928035562,0.96325171,0.525656414
MaxSoftmaxProbabilityMonitor,resnet,cifar10,svhn,novelty_svhn,Case3,111727,18016,0.52156596,0.739897869,gmean,-0.985776,-0.996835,0.610891,0.622383189,0.670893896,0.556253975,0.812744,0.870053,0.82558,0.812744,0.636131,0.724906,0.958726,0.773368,0.911225,0.088775,0.724906,0.562116027,0.5193156,0.613605063,0.575900946,0.052734543,0.928035562,0.96325171,0.525656414
MaxSoftmaxProbabilityMonitor,resnet,cifar10,svhn,novelty_svhn,Case0,9466,18016,0.505493345,0.739897869,95tnr,-0.95523,-0.947638,0,0.924920128,0.605015674,0.949797052,0,0,0.702274,0.722313,0.497611,0.551388,0.966851,0.654085,0.946223,0.053777,0.551388,0.442011078,0.356370744,0.928585109,0.915200372,0.605015674,0.928035562,0.96325171,0.525656414
MaxSoftmaxProbabilityMonitor,resnet,cifar10,svhn,novelty_svhn,Case1,27378,18016,0.48706991,0.739897869,95tnr,-0.95523,-0.947638,0,0.912779908,0.55328084,0.949797052,0,0,0.702274,0.722313,0.497611,0.551388,0.966851,0.654085,0.946223,0.053777,0.551388,0.442011078,0.356370744,0.932689048,0.902860126,0.55328084,0.928035562,0.96325171,0.525656414
MaxSoftmaxProbabilityMonitor,resnet,cifar10,svhn,novelty_svhn,Case2,151470,18016,0.470647653,0.739897869,95tnr,-0.460653,-0.947638,0,0.464843229,0.048871495,0.94997568,0,0,0.056547,0.170518,0.02804,0.029107,0.987277,0.281361,0.998933,0.001067,0.029107,0.084209714,0.014795964,0.619675816,0.525448456,0.048871495,0.928035562,0.96325171,0.525656414
MaxSoftmaxProbabilityMonitor,resnet,cifar10,svhn,novelty_svhn,Case3,111727,18016,0.52156596,0.739897869,95tnr,-0.460653,-0.947638,0,0.534713764,0.052734543,0.94997568,0,0,0.056547,0.170518,0.02804,0.029107,0.987277,0.281361,0.998933,0.001067,0.029107,0.084209714,0.014795964,0.613605063,0.575900946,0.052734543,0.928035562,0.96325171,0.525656414
MaxSoftmaxProbabilityMonitor,resnet,cifar10,lsun,novelty_lsun,Case0,9466,10000,0.505493345,0.5314,f1,-0.997094,-0.997358,0.880573,0.851043088,0.912225705,0.836787011,0.886525,0.887302,0.886525,0.871211,0.744746,0.917388,0.857671,0.8752,0.827358,0.172642,0.917388,0.750330177,0.748237095,0.928585109,0.915200372,0.605015674,0.935606141,0.933200781,0.638690252
MaxSoftmaxProbabilityMonitor,resnet,cifar10,lsun,novelty_lsun,Case1,10000,10000,0.5319,0.5314,f1,-0.997448,-0.997358,0.888043,0.857492997,0.920849784,0.826105533,0.886905,0.887302,0.886905,0.869523,0.742406,0.925292,0.851576,0.8746,0.817115,0.182885,0.925292,0.749981485,0.746737928,0.937997482,0.935321133,0.662530551,0.935606141,0.933200781,0.638690252
MaxSoftmaxProbabilityMonitor,resnet,cifar10,lsun,novelty_lsun,Case2,159486,10000,0.497253677,0.5314,f1,-0.998362,-0.997358,0.694289,0.569665373,0.888708152,0.335989823,0.879113,0.887302,0.879113,0.850769,0.71145,0.947685,0.819795,0.8615,0.763764,0.236236,0.947685,0.729358552,0.718965445,0.619670563,0.546219174,0.043061598,0.935606141,0.933200781,0.638690252
MaxSoftmaxProbabilityMonitor,resnet,cifar10,lsun,novelty_lsun,Case3,154486,10000,0.480982095,0.5314,f1,-0.998251,-0.997358,0.680364,0.554586709,0.879927327,0.345081753,0.881088,0.887302,0.881088,0.854858,0.718255,0.944674,0.825522,0.8645,0.773581,0.226419,0.944674,0.734202126,0.72526989,0.614976065,0.525151372,0.039835812,0.935606141,0.933200781,0.638690252
MaxSoftmaxProbabilityMonitor,resnet,cifar10,lsun,novelty_lsun,Case0,9466,10000,0.505493345,0.5314,gmean,-0.995693,-0.996484,0.875742,0.872164948,0.884012539,0.867549669,0.871931,0.873915,0.881738,0.871931,0.744211,0.889537,0.874075,0.8732,0.854673,0.145327,0.889537,0.745226807,0.745093738,0.928585109,0.915200372,0.605015674,0.935606141,0.933200781,0.638690252
MaxSoftmaxProbabilityMonitor,resnet,cifar10,lsun,novelty_lsun,Case1,10000,10000,0.5319,0.5314,gmean,-0.996216,-0.996484,0.878042,0.878403238,0.897725136,0.858790857,0.873186,0.873915,0.88453,0.873186,0.747142,0.899511,0.87004,0.8752,0.847631,0.152369,0.899511,0.749333464,0.748841653,0.937997482,0.935321133,0.662530551,0.935606141,0.933200781,0.638690252
MaxSoftmaxProbabilityMonitor,resnet,cifar10,lsun,novelty_lsun,Case2,159486,10000,0.497253677,0.5314,gmean,-0.990012,-0.996484,0.616338,0.601138943,0.721442532,0.526546189,0.856836,0.873915,0.857621,0.856836,0.715318,0.820098,0.898742,0.8553,0.89522,0.10478,0.820098,0.714231494,0.711147825,0.619670563,0.546219174,0.043061598,0.935606141,0.933200781,0.638690252
MaxSoftmaxProbabilityMonitor,resnet,cifar10,lsun,novelty_lsun,Case3,154486,10000,0.480982095,0.5314,gmean,-0.989816,-0.996484,0.613479,0.583238833,0.71293991,0.527893142,0.856155,0.873915,0.856777,0.856155,0.714051,0.818404,0.898925,0.8546,0.895647,0.104353,0.818404,0.713015726,0.709790495,0.614976065,0.525151372,0.039835812,0.935606141,0.933200781,0.638690252
MaxSoftmaxProbabilityMonitor,resnet,cifar10,lsun,novelty_lsun,Case0,9466,10000,0.505493345,0.5314,95tnr,-0.95523,-0.947638,0,0.924920128,0.605015674,0.949797052,0,0,0.774818,0.791694,0.608624,0.662401,0.933192,0.7954,0.946223,0.053777,0.662401,0.626615083,0.597015504,0.928585109,0.915200372,0.605015674,0.935606141,0.933200781,0.638690252
MaxSoftmaxProbabilityMonitor,resnet,cifar10,lsun,novelty_lsun,Case1,10000,10000,0.5319,0.5314,95tnr,-0.95523,-0.947638,0,0.937483373,0.662530551,0.949797052,0,0,0.774818,0.791694,0.608624,0.662401,0.933192,0.7954,0.946223,0.053777,0.662401,0.626615083,0.597015504,0.937997482,0.935321133,0.662530551,0.935606141,0.933200781,0.638690252
MaxSoftmaxProbabilityMonitor,resnet,cifar10,lsun,novelty_lsun,Case2,159486,10000,0.497253677,0.5314,95tnr,-0.460653,-0.947638,0,0.459870724,0.043061598,0.94997568,0,0,0.158241,0.2931,0.084932,0.085999,0.989177,0.5138,0.998933,0.001067,0.085999,0.201899314,0.080035476,0.619670563,0.546219174,0.043061598,0.935606141,0.933200781,0.638690252
MaxSoftmaxProbabilityMonitor,resnet,cifar10,lsun,novelty_lsun,Case3,154486,10000,0.480982095,0.5314,95tnr,-0.460653,-0.947638,0,0.424616267,0.039835812,0.94997568,0,0,0.158241,0.2931,0.084932,0.085999,0.989177,0.5138,0.998933,0.001067,0.085999,0.201899314,0.080035476,0.614976065,0.525151372,0.039835812,0.935606141,0.933200781,0.638690252
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,brightness,Case0,9466,10000,0.505493345,0.2583,f1,-0.997094,-0.983041,0.880573,0.851043088,0.912225705,0.836787011,0.647462,0.680073,0.647462,0.790285,0.597231,0.913666,0.501381,0.743,0.683565,0.316435,0.913666,0.52371581,0.471015324,0.928585109,0.915200372,0.605015674,0.871117225,0.649529019,0.320170345
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,brightness,Case1,15054,10000,0.503587086,0.2583,f1,-0.996157,-0.983041,0.820584,0.760644289,0.890779581,0.715642981,0.655241,0.680073,0.655241,0.796371,0.603708,0.89547,0.516641,0.7566,0.708238,0.291762,0.89547,0.531400991,0.487274745,0.868683626,0.837137119,0.324495449,0.871117225,0.649529019,0.320170345
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,brightness,Case2,154024,10000,0.532618293,0.2583,f1,-0.998452,-0.983041,0.720151,0.602322492,0.895289873,0.326387731,0.610813,0.680073,0.610813,0.752656,0.545181,0.946961,0.450792,0.6883,0.59822,0.40178,0.946961,0.478993082,0.401259533,0.614715102,0.575637397,0.042944561,0.871117225,0.649529019,0.320170345
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,brightness,Case3,164644,10000,0.484852166,0.2583,f1,-0.998362,-0.983041,0.68487,0.55677176,0.889524979,0.333521977,0.615618,0.680073,0.615618,0.758143,0.553105,0.944638,0.456587,0.6953,0.608467,0.391533,0.944638,0.485337957,0.410215022,0.602687142,0.518010041,0.040036078,0.871117225,0.649529019,0.320170345
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,brightness,Case0,9466,10000,0.505493345,0.2583,gmean,-0.995693,-0.990797,0.875742,0.872164948,0.884012539,0.867549669,0.799281,0.807367,0.659208,0.799281,0.607743,0.889663,0.523582,0.7624,0.71808,0.28192,0.889663,0.536035528,0.49496695,0.928585109,0.915200372,0.605015674,0.871117225,0.649529019,0.320170345
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,brightness,Case1,15054,10000,0.503587086,0.2583,gmean,-0.993032,-0.990797,0.805924,0.787532276,0.844875346,0.768767563,0.804727,0.807367,0.66948,0.804727,0.612988,0.859853,0.548124,0.7807,0.753135,0.246865,0.859853,0.54652221,0.517145071,0.868683626,0.837137119,0.324495449,0.871117225,0.649529019,0.320170345
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,brightness,Case2,154024,10000,0.532618293,0.2583,gmean,-0.989999,-0.990797,0.614033,0.63256636,0.724194256,0.520628438,0.806422,0.807367,0.67607,0.806422,0.613827,0.835075,0.56793,0.7933,0.778752,0.221248,0.835075,0.553578196,0.532242161,0.614715102,0.575637397,0.042944561,0.871117225,0.649529019,0.320170345
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,brightness,Case3,164644,10000,0.484852166,0.2583,gmean,-0.990127,-0.990797,0.607241,0.581375205,0.723092148,0.509950953,0.806516,0.807367,0.676061,0.806516,0.614062,0.83585,0.56756,0.7931,0.778212,0.221788,0.83585,0.553621067,0.532096675,0.602687142,0.518010041,0.040036078,0.871117225,0.649529019,0.320170345
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,brightness,Case0,9466,10000,0.505493345,0.2583,95tnr,-0.95523,-0.69483,0,0.924920128,0.605015674,0.949797052,0,0,0.649093,0.760759,0.533217,0.672087,0.627621,0.8123,0.86113,0.13887,0.672087,0.521752609,0.521183779,0.928585109,0.915200372,0.605015674,0.871117225,0.649529019,0.320170345
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,brightness,Case1,15054,10000,0.503587086,0.2583,95tnr,-0.723481,-0.69483,0,0.868031052,0.324495449,0.949953165,0,0,0.462963,0.573939,0.293828,0.348432,0.689655,0.7912,0.945396,0.054604,0.348432,0.381794027,0.350309303,0.868683626,0.837137119,0.324495449,0.871117225,0.649529019,0.320170345
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,brightness,Case2,154024,10000,0.532618293,0.2583,95tnr,-0.456994,-0.69483,0,0.494594974,0.042944561,0.949991665,0,0,0.132675,0.268636,0.06429,0.072784,0.749004,0.7542,0.991506,0.008494,0.072784,0.179887119,0.091088399,0.614715102,0.575637397,0.042944561,0.871117225,0.649529019,0.320170345
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,brightness,Case3,164644,10000,0.484852166,0.2583,95tnr,-0.452756,-0.69483,0,0.429569892,0.040036078,0.949962271,0,0,0.129374,0.26504,0.062354,0.070848,0.743902,0.7537,0.991506,0.008494,0.070848,0.176189772,0.088424794,0.602687142,0.518010041,0.040036078,0.871117225,0.649529019,0.320170345
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,blur,Case0,9466,10000,0.505493345,0.46,f1,-0.997094,-0.996346,0.880573,0.851043088,0.912225705,0.836787011,0.844993,0.845619,0.844993,0.837673,0.692794,0.967609,0.749958,0.8367,0.725185,0.274815,0.967609,0.702973902,0.67821392,0.928585109,0.915200372,0.605015674,0.891332669,0.810215132,0.268695652
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,blur,Case1,10000,10000,0.4571,0.46,f1,-0.996278,-0.996346,0.844475,0.761377614,0.947932619,0.749861853,0.845389,0.845619,0.845389,0.841848,0.696337,0.951522,0.760556,0.8399,0.744815,0.255185,0.951522,0.702155785,0.683621848,0.889043599,0.803014114,0.254867644,0.891332669,0.810215132,0.268695652
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,blur,Case2,158058,10000,0.506263524,0.46,f1,-0.998362,-0.996346,0.702221,0.581192522,0.886914358,0.344673817,0.829985,0.845619,0.829985,0.810811,0.653414,0.988043,0.715523,0.8138,0.66537,0.33463,0.988043,0.676521294,0.635485184,0.624625621,0.560308615,0.046426474,0.891332669,0.810215132,0.268695652
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,blur,Case3,151562,10000,0.499907629,0.46,f1,-0.998362,-0.996346,0.697388,0.577085999,0.881056397,0.354561647,0.829985,0.845619,0.829985,0.810811,0.653414,0.988043,0.715523,0.8138,0.66537,0.33463,0.988043,0.676521294,0.635485184,0.626031394,0.555449394,0.046854171,0.891332669,0.810215132,0.268695652
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,blur,Case0,9466,10000,0.505493345,0.46,gmean,-0.995693,-0.995929,0.875742,0.872164948,0.884012539,0.867549669,0.841306,0.842192,0.843019,0.841306,0.692931,0.939783,0.764321,0.839,0.753148,0.246852,0.939783,0.69673243,0.681344607,0.928585109,0.915200372,0.605015674,0.891332669,0.810215132,0.268695652
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,blur,Case1,10000,10000,0.4571,0.46,gmean,-0.99446,-0.995929,0.844289,0.778005592,0.913148108,0.780622582,0.839279,0.842192,0.837283,0.839279,0.684654,0.913913,0.77251,0.8366,0.770741,0.229259,0.913913,0.685141666,0.6754949,0.889043599,0.803014114,0.254867644,0.891332669,0.810215132,0.268695652
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,blur,Case2,158058,10000,0.506263524,0.46,gmean,-0.990017,-0.995929,0.620811,0.613651594,0.720953773,0.534578864,0.825978,0.842192,0.815958,0.825978,0.652375,0.844783,0.789036,0.8247,0.807593,0.192407,0.844783,0.650357419,0.648978775,0.624625621,0.560308615,0.046426474,0.891332669,0.810215132,0.268695652
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,blur,Case3,151562,10000,0.499907629,0.46,gmean,-0.990017,-0.995929,0.623386,0.610320586,0.713846398,0.544389472,0.825978,0.842192,0.815958,0.825978,0.652375,0.844783,0.789036,0.8247,0.807593,0.192407,0.844783,0.650357419,0.648978775,0.626031394,0.555449394,0.046854171,0.891332669,0.810215132,0.268695652
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,blur,Case0,9466,10000,0.505493345,0.46,95tnr,-0.95523,-0.793968,0,0.924920128,0.605015674,0.949797052,0,0,0.684184,0.722781,0.476103,0.588696,0.816647,0.75,0.887407,0.112593,0.588696,0.504024081,0.486154959,0.928585109,0.915200372,0.605015674,0.891332669,0.810215132,0.268695652
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,blur,Case1,10000,10000,0.4571,0.46,95tnr,-0.763167,-0.793968,0,0.810716771,0.254867644,0.949898692,0,0,0.369174,0.477089,0.192923,0.238478,0.816828,0.6251,0.954444,0.045556,0.238478,0.281992413,0.203601108,0.889043599,0.803014114,0.254867644,0.891332669,0.810215132,0.268695652
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,blur,Case2,158058,10000,0.506263524,0.46,95tnr,-0.459763,-0.793968,0,0.487660803,0.046426474,0.949986545,0,0,0.051488,0.162598,0.023374,0.026522,0.877698,0.5505,0.996852,0.003148,0.026522,0.099502354,0.025182602,0.624625621,0.560308615,0.046426474,0.891332669,0.810215132,0.268695652
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,blur,Case3,151562,10000,0.499907629,0.46,95tnr,-0.459184,-0.793968,0,0.483519477,0.046854171,0.949970315,0,0,0.051076,0.161931,0.023156,0.026304,0.876812,0.5504,0.996852,0.003148,0.026304,0.098928412,0.024948818,0.626031394,0.555449394,0.046854171,0.891332669,0.810215132,0.268695652
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,pixelization,Case0,9466,10000,0.505493345,0.3059,f1,-0.997094,-0.992165,0.880573,0.851043088,0.912225705,0.836787011,0.682812,0.692955,0.682812,0.779825,0.575363,0.89866,0.550571,0.7446,0.676704,0.323296,0.89866,0.530241075,0.488922239,0.928585109,0.915200372,0.605015674,0.859526512,0.676479294,0.286368094
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,pixelization,Case1,12954,10000,0.456075344,0.3059,f1,-0.997086,-0.992165,0.790924,0.700234803,0.90859851,0.673857508,0.683236,0.692955,0.683236,0.780239,0.576084,0.89866,0.551123,0.7451,0.677424,0.322576,0.89866,0.530905948,0.489724587,0.857880202,0.790368834,0.292146242,0.859526512,0.676479294,0.286368094
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,pixelization,Case2,154976,10000,0.526275036,0.3059,f1,-0.99845,-0.992165,0.717612,0.598975773,0.894850417,0.334423014,0.658185,0.692955,0.658185,0.74739,0.53687,0.947042,0.504352,0.6991,0.589829,0.410171,0.947042,0.500336205,0.431064104,0.618862341,0.572524931,0.043366846,0.859526512,0.676479294,0.286368094
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,pixelization,Case3,167353,10000,0.471607919,0.3059,f1,-0.998255,-0.992165,0.679851,0.552301189,0.884003801,0.360428823,0.664272,0.692955,0.664272,0.756205,0.547377,0.937234,0.514445,0.7102,0.610143,0.389857,0.937234,0.507794555,0.445086822,0.614093926,0.513112588,0.041229015,0.859526512,0.676479294,0.286368094
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,pixelization,Case0,9466,10000,0.505493345,0.3059,gmean,-0.995693,-0.992459,0.875742,0.872164948,0.884012539,0.867549669,0.787987,0.78906,0.690593,0.787987,0.583921,0.8712,0.572011,0.7612,0.712722,0.287278,0.8712,0.539383175,0.509411553,0.928585109,0.915200372,0.605015674,0.859526512,0.676479294,0.286368094
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,pixelization,Case1,12954,10000,0.456075344,0.3059,gmean,-0.994761,-0.992459,0.791299,0.726362466,0.859512525,0.728498439,0.787202,0.78906,0.689683,0.787202,0.579368,0.852239,0.579205,0.7654,0.727129,0.272871,0.852239,0.536610123,0.511889445,0.857880202,0.790368834,0.292146242,0.859526512,0.676479294,0.286368094
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,pixelization,Case2,154976,10000,0.526275036,0.3059,gmean,-0.990012,-0.992459,0.618006,0.629918072,0.724938695,0.526847009,0.786895,0.78906,0.69184,0.786895,0.573992,0.799608,0.609671,0.7821,0.774384,0.225616,0.799608,0.539616347,0.527993147,0.618862341,0.572524931,0.043366846,0.859526512,0.676479294,0.286368094
MaxSoftmaxProbabilityMonitor,resnet,cifar10,cifar10,pixelization,Case3,167353,10000,0.471607919,0.3059,gmean,-0.990858,-0.992459,0.618299,0.577609465,0.732416851,0.52196137,0.78711,0.78906,0.69151,0.78711,0.5747,0.8068,0.60505,0.7798,0.767901,0.232099,0.8068,0.538850068,0.525683301,0.614093926,0.513112588,0.041229015,0.859526512,0.676479294,0.286368094
